,Unnamed: 0,Buyer,# of transactions,Avg transaction price,avg holding period
5457,5457,0x4b88890546ebf5c7d9680af35136c8fa341cda3a,3,58961.09333,1231320.0
5458,5458,0xf7b1816b3bc48ac0b93bc62d67d59d4f300eee4a,3,38284.74333,18036700.0
5459,5459,0xec760b406b27ddb76b7d6f4822bd080ed97c6658,3,23270.59,28952680.0
5460,5460,0x9916f91c1d905176a23f94077ae6b775e64f4cfb,3,271223.63,16610220.000000002
5461,5461,0xb170d42b1a4f38179932f265c410305717cb84c4,3,20306.51,16918660.0
5462,5462,0x7bed868a255439747cb305d3de4d58b007c944b1,3,19939.26667,21313000.0
5463,5463,0xba84b70913f28fee18e2333e36f965074ffbc78f,3,134095.6,35545260.0
5464,5464,0x766bc61d3150232f6f4e1d81633d68f3a94879e3,3,16544.7,2937060.0
5465,5465,0xa81239f44175df79af533e491cbd46f7d5c5ea44,3,9027.866667,6535820.0
5466,5466,0x4e6bbb55fcb1b38b7ebdc223c6d821cbf53c3796,3,102493.06,10376040.0
5467,5467,0xf5c340128b1203000aceb911a581843ed0599360,3,28121.29,23517660.0
5468,5468,0x8cf47f9f3b1d760352adc855da815ae888eba8ba,3,119341.18,17474220.0
5469,5469,0x272b436bcf4976b9ec6e9ca98820d788cd384af1,3,3826.34,22261720.0
5470,5470,0xe3815ad99c8207f9fc8ea4ecf660e2cd53c4590c,3,19061.87667,20764360.0
5471,5471,0x5be8543c8b29d9120fb05481b445bafe90c95bb2,3,13119.69,19022000.0
5472,5472,0x9fc7a3b2d3c2110a84ad87708103a100dcfb9afa,3,62875.76333,2391060.0
5473,5473,0xa4c5e7971c62ac0b818c2d10e20594e268353d00,3,32085.91667,2358760.0
5474,5474,0xfd7bd3578b01cfafeefde581d8a3ac2cf6e02c11,3,0.0,38560.0
5475,5475,0x7bb7b447d1c6e64afc7c5d800d26ef7b11753d4c,3,12582.56667,411160.0
5476,5476,0xdd00270d347ea0fc0fdd82e9385fbef0682c24f8,3,70692.55333,16937020.0
5477,5477,0xfd8ac0aa1656ed5a21acefe3fd982f4cbb2d9ac5,3,7613.396667,437860.0
5478,5478,0x29e2d5e5b375d76e91caaae341420657eabbb8c5,3,15106.67,23400260.0
5479,5479,0x89f4323aa80b0c6aa15d65fdf4cb98b216dd1f7c,3,49013.64667,25656980.0
5480,5480,0xf8de510e0527db5df8554e30788501bce78b0c3b,3,3247.843333,4858000.0
5481,5481,0x4c398e168452a3a12e224e6be725fe1b2173bb89,3,62539.50667,256020.00000000003
5482,5482,0xe08c164be51664bebf0624a1179ecd7e77c2ecf0,3,9528.41,73840.0
5483,5483,0xc4508a4910be065b4c61808f3bf7ffde27d9110f,3,6172.343333,1313920.0
5484,5484,0xdbd965b96a82422229850394d3a8ead5001a43bb,3,7279.01,12615960.0
5485,5485,0xf1e1c701b49b1dc2405a9e8ef40f9f88802b80fa,3,24757.15667,23088280.0
5486,5486,0x747dfb7d6d27671b4e3e98087f00e6b023d0aab7,3,3667.75,2909640.0
5487,5487,0x54b415b263e008a32b04ae06e298fdde6528d822,3,9435.126667,10526640.0
5488,5488,0xe59dc42b11e78ba405fe59d2d4215bbe1dc790b8,3,3786.913333,5292680.0
5489,5489,0x738b928af015bdd2ed3aa3755d0ecf42db7868c0,3,16745.38333,15658460.000000002
5490,5490,0x9a1fc00a6c73fff531c62061fbea47f2327d29a0,3,102824.2733,14985140.000000002
5491,5491,0x601c6d9eff76ae8cd7bff5fc4900f20f6f80734f,3,3830.02,7804840.000000001
5492,5492,0x6701d0dd7d2a0a0d84a088620583f82723c518aa,3,6334.803333,818880.0
5493,5493,0x0e03b86c9527bf3d85e4e926c7fa740d70ab5f98,3,7287.12,12799100.0
5494,5494,0x62da82e43d41e231479cc6f4943e30912030dc5c,3,21894.73333,9592200.0
5495,5495,0x5c2f72d1ad0ab5bedc1b44c964447a2a6929f6c3,3,4603.173333,468100.00000000006
5496,5496,0xd1ad9234a72f1ab96eabc13a58e25fb6082331e5,3,244252.3867,27339320.0
5497,5497,0xd2e3ed1ba7cec12e6fa6c34c1c4fe4902f4fbfa7,3,61412.98667,9805980.0
5498,5498,0xad8902b8db5353e12e565f92d8e548d0f2c24492,3,14662.69333,3411640.0
5499,5499,0x8f5189caee4b255200217d80fc1ec18e31d77699,3,23514.67,3273740.0
5500,5500,0x7a11c66ccfb76349a53988ee0442f76dbe481e03,3,16505.15,3790720.0000000005
5501,5501,0x4649941b72d28fc534cec775a6f35ea1fa4cdc63,3,13900.75333,7641200.000000001
5502,5502,0x4b17cfa758aec9030889ef9bba9a4a60600302a6,3,31121.68667,7037640.0
5503,5503,0x7316113f36a8b7509ccb5dd9032fea8979dbe6b4,3,89203.09333,14243780.0
5504,5504,0xf0f3be60347b9a93419cbc2576423ef849b645e4,3,8840.95,462100.0
5505,5505,0x8552558de04289ec4024424b01a3c9632e38960c,3,6240.103333,20671940.0
5506,5506,0x348feaae84bc732795459c4776af565d1330ed8d,3,9508.55,14412280.0
5507,5507,0xa5a40a45e94060ba8d8e9d4ae1552a4bc68135d8,3,5875.89,3640600.0
5508,5508,0x4adf807c68e026b930d1bd6f7d5b3d79cba7e455,3,8140.53,8161780.000000001
5509,5509,0x5b54a0ddf261c08eeac0a95ef27403f4541afd36,3,12433.02333,4442940.0
5510,5510,0x947029a95b5540e9bda27379487f997d05293e57,3,15886.20667,14246360.0
5511,5511,0x223a91b67a58bf70c0ad820b710f73bd2c19998d,3,10647.79667,30943660.000000004
5512,5512,0x39183cd265f50af7533ec058a4c807ca9bb6d10a,3,6269.336667,2349460.0
5513,5513,0x6aa89ef81ad5d909e7b34219ebbeecd953be58aa,3,28671.89667,10334380.0
5514,5514,0xe25183d6709afc793f50805399e8e24f768da6d6,3,29289.01,11710680.0
5515,5515,0x4e882532a76450b3c8c7cb5d05ad68ee0e463bd4,3,56884.46667,13981000.0
5516,5516,0xe8bd076660290659e53c5a773b10585d72bfe27a,3,29563.91667,7863400.000000001
5517,5517,0x66a05ce7673dd2250cd6f33a1ce5b4511931e5c7,3,4952.82,244680.00000000003
5518,5518,0x527136cf29a1df9024a6493f219a1da64398fdc5,3,18536.96,2667860.0
5519,5519,0xea45f26b8063790f723af7233456d7d2c6deaf16,3,17475.91333,3912240.0000000005
5520,5520,0xf7e9039db6264bcf236f944214679d2b657546d2,3,14147.61,18925620.0
5521,5521,0x208fd469595f97fe3d589bf9dcea7b96ef76a7cf,3,99940.13667,1352100.0
5522,5522,0x2ea4889df9d2d8dd1a96d7db2b51dcb9b7a85172,3,19611.79,27712220.0
5523,5523,0x65d88c64b01b9481352fa8a68b54ed1b3b687388,3,26366.35667,11963360.0
5524,5524,0xe5398f88fd19212d721f04acf28105d6e229a196,3,22022.31333,5494080.0
5525,5525,0x1236c62dcbf7a1eb1cd636dbbceb87696296eb57,3,51209.38333,16202300.000000002
5526,5526,0x0654ab3ea3076fdc9e10ac8a25320d184debb42b,3,151984.5367,23085480.0
5527,5527,0xe5b84efdecfe8b26f96b0e2ad47822dfcc0952ee,3,18636.17,20634420.0
5528,5528,0x70a87aa5bc63d04b476ba56ecdf23f25b47c191b,3,32319.40667,9450400.0
5529,5529,0xca33ea12e2a6bb8e5bdde2a102bc61d78760c96e,3,13973.08333,4569660.0
5530,5530,0xc68acf7310d836cd58b7946556f53558077e5ac9,3,15344.06667,20888980.0
5531,5531,0x5052a26a5230d3ab5add33466ca841a70dd29b86,3,10531.26333,235740.00000000003
5532,5532,0x5a610aefafcf063ba93044301c6601706047533c,3,14825.45667,3324180.0
5533,5533,0xb32b5c8b367387a9a3856daf43cd81f3d99071b4,3,11928.32,18935180.0
5534,5534,0x98bf77037168f30a5b645a19b2014ee54b74c0ce,3,13480.5,117160.00000000001
5535,5535,0x3d507b5150631487cda0711e50b8d6e5e62e0c95,3,20271.36667,22229320.0
5536,5536,0x1462e51d0042b9ee4a6a622fae5effba45f3af1e,3,15343.62333,16615200.000000002
5537,5537,0x34d4eafef4e2072476a65522752391e84533b34b,3,30805.07667,19713060.0
5538,5538,0x254637b844f903dc2e3fa104b1066a2c1d956ed2,3,123977.1633,14158880.0
5539,5539,0x4eb166aa490547e12dd3a9eded8d2b5e8e5de0b5,3,32381.70333,6392700.0
5540,5540,0x7cf703ac5f9bc457ae57268eaeacb8446b5ae439,3,7172.09,18349720.0
5541,5541,0x7f839d550d61f5e282f34829f8ab311130dd7da8,3,26634.54333,10346680.0
5542,5542,0x918a8449f46acee936881f50c25720081c74b4a7,3,8643.023333,12861280.0
5543,5543,0xbeac51d7b236cd18f18b499bd97719bfd7907913,3,19606.18333,10390260.0
5544,5544,0x33cac46e9a86d96ca0a88f076e281682ae714d02,3,20420.18,2628640.0
5545,5545,0x6d2e6a658197fbb3ace68f8f7c1e655fc72089df,3,30376.04,8889520.0
5546,5546,0x3e4496807f5b5b1bc3d0a496ffb2110386af7197,3,23310.62333,19508700.0
5547,5547,0x5c1ac50c47e707f8e7f3820287e53f6fa59f67db,3,9827.296667,920860.0
5548,5548,0xa4f6a310afa6ef62e93faa8ced1d60aede4d9912,3,18543.63,534600.0
5549,5549,0xa318000db9ea33d27473ade203078c64b479bdb3,3,5437.15,161080.0
5550,5550,0x5489a663225fee3aa5bb8426f388bafa3ff3482c,3,16071.04,14031500.0
5551,5551,0x829d0f51a409a1fe36042fda26b4acbd8c2dae3f,3,27604.09667,4120300.0000000005
5552,5552,0x7c6553933a471b43ce3a76a02245c5162c82522c,3,11061.08,13889380.0
5553,5553,0x82416784046af6e6cfc7fda2b362dc6223dd7b48,3,8728.043333,336880.0
5554,5554,0xa4fb0e1f6ad0a87a3ec2427ca3a944c42d19d1ca,3,41367.57667,1160500.0
5555,5555,0x3d0de4563043228eee85ae44fd948963288f8c5d,3,32757.1,9812980.0
5556,5556,0xf9b0e05c931621d29eb2e992d43662e8a4991725,3,54124.11667,1688640.0
5557,5557,0xc982b927242f5fd18bb8892ba715dcdfb696436a,3,33523.46333,19748560.0
5558,5558,0x15cba6d3b98d220bc1ecda89afdf07dd0bf06c5d,3,11623.82667,7316340.0
5559,5559,0xb00b18b3bf6ecc43e6235ee69424d4a220437a4d,3,181031.1333,7311120.0
5560,5560,0x25f9654f4a2417b661e29e72953a11c6e7ff75b7,3,18371.3,18180.0
5561,5561,0xd61c66607c0ba44172bd5c5f5b7c0fd79d64c6c8,3,8431.47,1653500.0
5562,5562,0x1df4c50410e20c2210b60b95cd845672cbd437a7,3,13454.69,17224940.0
5563,5563,0x720bf57f67b6b00b97cbd9d967a0af2427352435,3,30025.24667,11415120.0
5564,5564,0xaf180eca9f82f96b2bbc4e1d08e82bc346f7d511,3,21737.14333,2923820.0
5565,5565,0x54a06e9db5e8bc2a60cbb83ad4f8755283d330e9,3,55970.11667,7988260.000000001
5566,5566,0x19b8ed4f946d4f24a888908286986d048a483b83,3,7438.433333,6447960.0
5567,5567,0x0cb6a254332733667883e941e4edc2fd07b39ffe,3,4441.27,4395300.0
5568,5568,0x1484d9ae6d590d6b0981e802f555a8dd74b93017,3,20386.17333,263940.0
5569,5569,0xca616ad592eaa206e60a9f6536d5769592685f21,3,26747.6,1263460.0
5570,5570,0x01497493ab2f6a94e1c88552becc779ea81309ac,3,70059.95333,1481980.0
5571,5571,0x61019d232073420f823ee2cc62c5f944fe787082,3,7997.933333,11315380.0
5572,5572,0x309c67b48dba44fa46af8467a917f0707073f354,3,29827.97333,37079900.0
5573,5573,0x92de795ab83e0575dd6d7096e1e7573959e619e0,3,47256.23333,6061560.0
5574,5574,0xeb9a7b1705461a55811fcf9d0e98e56547dd321f,3,34515.92,668060.0
5575,5575,0x401982cbe24f6eeeab77c463d5be0fc4c986be1b,3,202457.3833,14618540.0
5576,5576,0xad25e0585f3ce763a9a95ab3f91e58f345dc2106,3,24839.88,22992860.0
5577,5577,0x146d26054163fb5b5a2711b5e6dff30f56360549,3,4870.35,5155000.0
5578,5578,0x407cae1e3e4c30bfd038fc8c686ace87b59d33f4,3,56023.3,7992880.000000001
5579,5579,0xbe8407b6c800d1d3529fb9593f431ddee1539f2a,3,16306.49333,2586480.0
5580,5580,0x641ad78baca220c5bd28b51ce8e0f495e85fe689,3,6097.953333,6690720.0
5581,5581,0x28c20fbdf021fa19ccea3f99327492da8b6efbc1,3,35038.3,10229460.0
5582,5582,0x668768b0db25b9c5dc81e2e2d6a7c2a69e249271,3,134104.5667,35194720.0
5583,5583,0xc3b220b168b932c62408660f0e8f6d793c30633d,3,69490.25,1399380.0
5584,5584,0x56414bb5cefb51b4c820214404ab3f7288150166,3,28885.46,15458680.000000002
5585,5585,0x17a27ae4e9b5975d670c18966561ab3cefb57d7c,3,150862.4067,33820.0
5586,5586,0xaa41202a8e3b731f1d0a47b41445091278d8d2e9,3,37005.53,15067420.000000002
5587,5587,0xb24022ed76b7f0ae54ca9331dd4c21005ac40f12,3,13154.95,2921620.0
5588,5588,0x228c1334fc57eb6e02ecc448e749a041124321c1,3,929358.0933,11336740.0
5589,5589,0x12fc6560c1f1ecdd34a5c3ba53c06d7786637559,3,44820.56,3112280.0
5590,5590,0x303c60c4a1cd54e867de1ea1c8f5458f75d287aa,3,5812.853333,2255520.0
5591,5591,0x7e40366407d849a0133ee3fa86d7b829e00fc55b,3,14519.77333,6214380.0
5592,5592,0x27e235e766be8e5034bf2b664edd1a255db4dcdb,3,8730.65,1880960.0000000002
5593,5593,0x5117fa741c86921b0910e889d4123ec111349fa3,3,16988.48333,629400.0
5594,5594,0xd28a4c5b3685e5948d8a57f124669eafb69f05bb,3,13064.61,17483740.0
5595,5595,0x93e5fdea32f4533946f0840938e533b22dc586bd,3,20556.96667,7135620.0
5596,5596,0x158583fd32b7bfb11a29639533f23f03bed79978,3,128285.3067,27959540.0
5597,5597,0x329c4ae5def0abcfcfcbf76702190ab6d9084dae,3,4980.566667,10528780.0
5598,5598,0x0a2f11af1697f563d602ec0c7fed18e53cc307c2,3,11636.93333,18742820.0
5599,5599,0xb94f70cc08d1be346bbb426972262cadf51bc109,3,30732.32667,110760.0
5600,5600,0x05f2fe99ea69ecafd6ad2cddc02f154a97413b5d,3,5451.94,10301560.0
5601,5601,0xb8ba7d136e203c582ed57877507a11e605c35547,3,10237.59333,1071040.0
5602,5602,0xafb3116ce35db24b4163e0bb3da0252240434f56,3,64055.97333,8175800.000000001
5603,5603,0xce053019efc36c7a184c96cae17c7ccca71c9874,3,110636.2,10155840.0
5604,5604,0x60a062b275b75b0e32c6b4e59a0eede390e4ca30,3,4664.233333,7607540.000000001
5605,5605,0xf52393e120f918ffba50410b90a29b1f8250c879,3,11367.39667,21028180.0
5606,5606,0x0753ad272df6a7d5842d4446bba57db64a45ff46,3,14226.43667,5775820.0
5607,5607,0x2ba26e2fac434a7c4e56f7a4c2bde8d04cac3bcc,3,27547.67667,1390120.0
5608,5608,0x49ef83b42523f77d57a8b71083920b40b61571f3,3,36338.62,9636860.0
5609,5609,0x47b20272ebee4233aad387dd88aa80ddaf55032b,3,10942.3,7157320.0
5610,5610,0xf84c4c8d9637461ffcaa78b665149534170041e8,3,33789.49333,8303240.000000001
5611,5611,0x11faf848f03eee6908b68d6919270af3b0a90db5,3,14585.68333,851700.0
5612,5612,0x976540f7155d67cc4d4f79f97de62d307a0fdc41,3,16067.33333,3720200.0
5613,5613,0x3eafcb4ce32595a32aec507f61d0bb03f0dc7ed4,3,57819.37,718580.0
5614,5614,0x78e6c4866d058ef05275e3aef3e1906da54525af,3,59498.55,3852480.0000000005
5615,5615,0x975b33c881e8652d1ddd76c90aa18994fa5ab56f,3,75265.20667,18241880.0
5616,5616,0x3dca07e16b2becd3eb76a9f9ce240b525451f887,3,18793.25333,34902200.0
5617,5617,0x521136a331357a646d3807b80cd53b9580a9fe72,3,15686.23,26181900.0
5618,5618,0x7dca997a1e89527e28ae91032aa1997aa35934a7,3,37971.97,27169720.0
5619,5619,0x6c16277341945da82eb2f4df695fa0f7baf0f6be,3,52610.46667,2474340.0
5620,5620,0x740c569f20076f1d96be1222240d55a5eed29df5,3,7341.09,10609660.0
5621,5621,0x2b85075702b5bc4737d8e1560b7efe8535105b47,3,6386.273333,53420.0
5622,5622,0x000000070f91b6c56fa08d4f3a26c7fc992b38f4,3,22549.09,20575540.0
5623,5623,0x816af20cd6f1db519c61e0b92913c93f53158acd,3,23675.13,15382140.000000002
5624,5624,0x3394bc2550de91384e5dd7c7576db92e601c1695,3,76843.00667,887740.0
5625,5625,0x1d7af6c2e93bed6e0898e46c43435e3d5ff4a83d,3,17189.68,7076520.0
5626,5626,0x9be96a6e861d2e5aff1fe0738bed664b6f0b543e,3,61591.34,26418100.0
5627,5627,0xcc5db6f29944979a3f822e705412b471dcd9da74,3,25725.83333,8586320.0
5628,5628,0x250450d4389153626f9c60d1d4c07767bc56dca7,3,6806.203333,7867540.000000001
5629,5629,0xda498a4c903160e5c84faa1d8cdc17adb75fb9b3,3,135381.7833,6046340.0
5630,5630,0x98f654450c796a41b76cb2a3731bf22ab5d32da9,3,275668.28,15250120.000000002
5631,5631,0xc64c29e5fffa41941d579efde8a2840ab5e05067,3,25034.87333,62780.00000000001
5632,5632,0x7c32a8763e87ab6090b05d885f954fe97129f70e,3,73074.65,20976100.0
5633,5633,0xc04be0858d259f2d0f2a815fe8125244859c1487,3,13099.78667,11373680.0
5634,5634,0x79cc290905b73181a950e7b654a6eec1c3caedcc,3,7218.256667,376140.0
5635,5635,0x3ac2cc26fbb230e704393dc79e97cca47e709247,3,7159.866667,24584680.0
5636,5636,0xf0cdbe6937c453751cb19dce8dd803a75251bfa2,3,24521.89333,4489400.0
5637,5637,0x3b69d78a7a5f0c94283593404cd8b11ffe97f71a,3,48927.23333,14370040.0
5638,5638,0x73d38d824fb2a24d1d888da0e582a850cb34343b,3,43549.70333,18974460.0
5639,5639,0x280462e7a772dbf041beebe7946ef1c1bf5787e8,3,14368.57333,360740.0
5640,5640,0x0d385db87c1df19bbbe506651808bf29c833c353,3,16846.90667,5595800.0
5641,5641,0x38bf30d3f1528bbd2bb8a242e9a0f4405affb8d0,3,23485.92,16612620.000000002
5642,5642,0x79296381bd8690482376fe355e0f68dca8bb6b4e,3,23902.53667,6768120.0
5643,5643,0x190461ac6e84d6caedb7406323267257f451aa41,3,7848.513333,920360.0
5644,5644,0x6a43aef0f49658baa04041baa9e910f341a4bb3c,3,41886.74,10318640.0
5645,5645,0xeb6af7d194b44014948fe7e4a419b523b8a60d00,3,37875.79,17434100.0
5646,5646,0x06d643b9ee73de07ade8b5c9fd520fa2aa28262a,3,18680.77,10485680.0
5647,5647,0x68803ac6443605374b029836c356964550596dc4,3,79796.1,31527900.000000004
5648,5648,0x2a10b3b4657f50b664f21865fe81dcd0b4d31e10,3,5548.53,4840220.0
5649,5649,0xb1c92aa59c4643d110efe103401526bccfc09933,3,3082.35,482940.00000000006
5650,5650,0xea40b0f6ba2ad77ff2fedae98ca67eaefcbcbe4a,3,28789.66667,13814900.0
5651,5651,0xa1461f74163c219c572ec6b2beab304eb301129e,3,9580.55,7632760.000000001
5652,5652,0x79008c1c0766399ca0b956d8844ee2d50cf11c45,3,27425.80667,6745440.0
5653,5653,0x75d729dc675e3428b414109104b3a1ee535644f2,3,22645.35667,29256120.0
5654,5654,0xfd1b1773ecaaf48cb92a9d3a5c6166ff0e6e9235,3,25375.17667,11506360.0
5655,5655,0x501b37413751ab0824e910b601dd94734f0453f9,3,210881.07,6678280.0
5656,5656,0x754546a93304602561140fb112c896bc0345d5bd,3,42084.59333,3092260.0
5657,5657,0x3245d7659409e1dfa25878c02273b5e86e74f2c3,3,14897.71333,9861340.0
5658,5658,0x245b51b64be7ea3bf5cf71fdededd4f7550eb54b,3,249749.8,5288040.0
5659,5659,0xc93678ec2b974a7ae280341cefeb85984a29fff7,3,9314.466667,518520.00000000006
5660,5660,0x42167a9cf87e3de988abc3d7b81340c494080321,3,26387.65667,8075720.000000001
5661,5661,0xbf3beeb644af8fe507a7e40dbdebbd8a94eca5b2,3,17493.85,215960.0
5662,5662,0xb1843101808f703a2bf7a17d22be2f81b9c6198c,3,8153.696667,14074140.0
5663,5663,0xe970c116d3dbf34f7935cb1fb10cb9294ba36cf8,3,6878.583333,13404400.0
5664,5664,0x91b5719bda1f38fb1e8b6c44d184c32ca78bb4f9,3,27966.01,31237420.000000004
5665,5665,0x842e2861bd7d401a5b916fe97dde0165d37992fc,3,27846.37667,774120.0
5666,5666,0x5ac7983a4faafbee0150a8bf8100960887f1b102,3,192400.3533,8709200.0
5667,5667,0xf86a588f3604e3b12899f710e3d572f76ffb94b8,3,11750.63667,3600320.0
5668,5668,0x333de39b80690a6db1626fb21471499c375b548c,3,127694.8567,25303400.0
5669,5669,0x8b497359995432c2403037115440f65b48bfde1d,3,106304.83,943520.0000000001
5670,5670,0x09c7ac1843bfafd8e448d725766685abce75dc79,3,29275.22667,1711820.0
5671,5671,0xc186b0e7bad5ac0237565fce2c0f6c07b751fa90,3,38865.25667,6885540.0
5672,5672,0xa201d698a789fc3a091875afb78d78742e180310,3,43011.69,28183700.0
5673,5673,0x44940bef54559fd79d21ffabacb3d715cc5e3e11,3,45048.17667,20388780.0
5674,5674,0xb5ed351a7cc4d806bb1a00a7dd82dc3ba926a901,3,258809.4567,26261980.0
5675,5675,0xbbcf2f33fa00f2e9e4062dd91c458a2f1d1c3f38,3,24819.26667,2159840.0
5676,5676,0x1edf858f3d66f8d8b595e52af3ffb993f0cad086,3,14009.81667,24013700.0
5677,5677,0x0000000dbf80f29c9ed7d52116f3037f8deb1902,3,26605.43333,9983700.0
5678,5678,0x931c22c0809f0399a4db585298de54a500e06351,3,7307.823333,790520.0
5679,5679,0x02fef8e09bd782d7a0628e9bb5f56977fd2d4802,3,46903.52333,7154880.0
5680,5680,0xc5b73fbe30e84c0953c6b81c5a28d9998dcd6680,3,12925.49667,11199920.0
5681,5681,0x578108027bdfa1b852622834477e9da987ef6440,3,12620.59333,6863100.0
5682,5682,0x664db55fc17523698e15b75f476d329d9aed9e06,3,36660.89333,14434360.0
5683,5683,0xcae48c78b41fcefb2c6313f4b57fd2a3094e0f68,3,21194.62333,5207680.0
5684,5684,0x0c129e0a7e564f6ea173d894d23046bce1bd1161,3,39764.14667,41940.0
5685,5685,0x54b25ef985a2a7255c32dd3fa607eb642d066aa2,3,25493.58667,1265600.0
5686,5686,0x0eb6b97d98a51e2d7e81e86dae1e45fdd84e6eac,3,5988.25,10599580.0
5687,5687,0x271271e6c59d4e47d67cd7ac13f8d0232fa4c919,3,5606.103333,1212300.0
5688,5688,0xa7d21048c02c83ebe67c0d39c0fc6a82eadaa88d,3,12359.57333,7538260.000000001
5689,5689,0xad5e264826b4aa95e08cfe94cc184b198a41b4b8,3,56939.39667,10214660.0
5690,5690,0x25d7472c234111bebb50b8a987b6316629fc6bf6,3,255214.05,3966860.0000000005
5691,5691,0x78747a8f295c6adf2bdb151db62396f4a6dbb774,3,15296.37333,7965180.000000001
5692,5692,0xc71974724c4b009c65c722af061900d7d26f5fed,3,38402.47,19997040.0
5693,5693,0xfe9b49432f6f230fdde9b620837f602884e8b8e1,3,16245.85,2821600.0
5694,5694,0x6c2e99e086d4cd1c760dc3b979fce5846968509c,3,8810.316667,32158620.000000004
5695,5695,0xdc8aa824091014f97377ad69d2069d9e22a4bbe6,3,35965.65,24445820.0
5696,5696,0x4767dcbe42215324822851785b009ae346d77555,3,18633.75333,20403780.0
5697,5697,0x6db3b093ccdc597bb4009c451c6376832d6ede0b,3,40547.81667,11001600.0
5698,5698,0x7867cd2c07edfe98253541da722a5c804c687bcf,3,14426.52,9603700.0
5699,5699,0x4260f45b8deaf2cb87bfb5747b29a2eba46d9245,3,28796.26,16958180.0
5700,5700,0xec7fb8075a8f06be74c3a02fabb410395341b96c,3,11412.00333,11463480.0
5701,5701,0x605d36f54546eac8318dea61670e48db3a071a36,3,159893.49,11901160.0
5702,5702,0xe23bbc17d6a53ce54ea0d57fac368357fbaa6a20,3,30087.73333,3180020.0
5703,5703,0x1afc2a66932bbcca174685ff20391a03c30126d8,3,15496.15667,14033980.0
5704,5704,0x0b76b9bc451a5feac48a8bb45b6eca1daf2d658d,3,50538.8,8500120.0
5705,5705,0x6bea09d715e9b89e2a083937ea957c1e6af6d3cf,3,7811.136667,14284180.0
5706,5706,0x2086d879202a40c9b95b27be7ced99e827d08fbc,3,71871.15333,502540.00000000006
5707,5707,0x9d1f1bb15b4440968b51ecd7ff99582c59ae56b6,3,51530.26,19104820.0
5708,5708,0xa89c95f3b69c6435fa022fce66efa46289e24476,3,14617.54,812940.0
5709,5709,0x54f08181e94c2b15b55f3ee941735551c878e47d,3,12506.43333,14185140.0
5710,5710,0x0fda2d43ee5ecdd20e732b93a7137a837a1ae6bf,3,47413.54667,8788440.0
5711,5711,0x3cd5419b2e22dd509975a7763b2736b015442559,3,14197.6,13645440.0
5712,5712,0x304a97c9a85c92c93ca24e0a85b69f892b67355e,3,17227.90667,10276200.0
5713,5713,0x123b02d04c1a850e3ab057397e19c8d5402c5128,3,25150.56,4108720.0000000005
5714,5714,0xbbd43b459e868d8b1d10a86286da4764dc0ef4bd,3,29770.22333,25933480.0
5715,5715,0x5eb6e0cff705b22730d292c094b03f499c1d68dd,3,53182.26333,14255680.0
5716,5716,0xaada6e18924155bf140e6c9c26ed7ab8301d338f,3,21529.78333,3872140.0000000005
5717,5717,0xaa6831ebe702c0b856c70c18cc9649df04a9820e,3,139248.75,9949180.0
5718,5718,0xd4ed25fe3d69e0065346df61d4895e07ef320dab,3,42495.99333,5481280.0
5719,5719,0x0c4004d4964b366b2018c7529193e226594cfc66,3,28588.41667,22549380.0
5720,5720,0xf9f02def55e1cceedf017e0353c14ba6f7f4d3df,3,13469.57667,9492800.0
5721,5721,0x4764ae29afaaf2a88b09a0eb8f9680a74245a739,3,68374.14667,26751220.0
5722,5722,0x37517a0269b9a2f0704bca6b20c52e0e35bf0c2d,3,29456.47333,9062300.0
5723,5723,0x141e149426b0c40dfa55de98452f04b7fb1b79f9,3,28589.07333,4956100.0
5724,5724,0xb2ea21dff38691db9f1ba280e8bad1683132702d,3,184703.64,31825640.000000004
5725,5725,0xd12e276f76a55af8558e149b5efeb6aa3a64ee84,3,20660.52,7876400.000000001
5726,5726,0x603bab762cf4c7ef20dc41278c46b718375cfbbe,3,219968.3067,3234420.0
5727,5727,0x7642a378fb02a6cca0e47f2114384d84604fa6a0,3,246357.1267,20440060.0
5728,5728,0x06ed7ef8212ab1a50922aa44e2e8acef90d9c042,3,79051.65667,21417560.0
5729,5729,0xc4bdd7706c6477a68c258206c4beb341c0b8ec6b,3,53221.93667,7596340.000000001
5730,5730,0xd1d88dbd886907bd9b9d99705f6667a0f9046cf5,3,26527.62333,17106700.0
5731,5731,0xe67112647b7aea8b7490f27e1c75208868138df2,3,139721.16,16695080.000000002
5732,5732,0x898bd919ad1bad4fd7b2a1672126c5df7bc0e03e,3,133000.45,25153820.0
5733,5733,0xae93d2b14b018f837d971269637ac7762d2d9028,3,67672.5,1164500.0
5734,5734,0x3539e0f40c1ee32cd89bda6725a3c492cb985d97,3,30471.53667,1903320.0000000002
5735,5735,0xa38923204adc924834563a168a99dda189e9e16f,3,42391.97667,591400.0
5736,5736,0xf22cb833a12ee0ef4fa6f78fe463784d7fd3b061,3,27731.97333,2253960.0
5737,5737,0x9ff57f608deb3344f32e0f49beeb69b1a090a56e,3,276115.1933,15867960.000000002
5738,5738,0x5fe7f8a7bbbcd7b784ec5cda93bf222ec2418f53,3,48527.12,27323240.0
5739,5739,0x20d1b6ea5392952010baf48583735d20b87b8ed4,3,6349.426667,658380.0
5740,5740,0x98be0116b02f4c7b979fa65f19039f090198904e,3,22897.06333,14200040.0
